"","Species","Latitude","Longitude","Altitude..m.a.s.l..","Sampling.Date..mm.dd.yy.","Exposition","Maturity","Plant.Growth.Form","Comments..Methods","Reference","measurement"
"867","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",62.2096
"868","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.7607
"869","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.1534
"870","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.5691
"871","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.9022
"872","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.925
"873","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",90
"874","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.9584
"875","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.6921
"876","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.9982
"877","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.9546
"878","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.4886
"879","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.8202
"880","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.5377
"881","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.8351
"882","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",77.3302
"883","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",83.3792
"884","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",84.3641
"885","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.1258
"886","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.1288
"887","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.7108
"888","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.6013
"889","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",83.5653
"890","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.7079
"891","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.2921
"892","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.6901
"893","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.213
"894","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",72.1081
"895","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",73.0842
"896","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.4835
"897","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.8524
"898","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.2887
"899","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.9433
"900","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",83.97
"901","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",84.6266
"902","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",89.6869
"903","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.4362
"904","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.3974
"905","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.4458
"906","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",89.6984
"907","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",75.6601
"908","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.6489
"909","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.0958
"910","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.1792
"911","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.4886
"912","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.5768
"913","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.2026
"914","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",79.2157
"915","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.0565
"916","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.3086
"917","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.7857
"918","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",79.2157
"919","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.0608
"920","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",89.6255
"921","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.6335
"922","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",71.6489
"923","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.4806
"924","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",83.2221
"925","Eucalyptus chapmaniana",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.7022
"926","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",59.8987
"927","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",89.326
"928","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",52.125
"929","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",15.3763
"930","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",59.8757
"931","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",87.9174
"932","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",74.9536
"933","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.367
"934","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",84.2072
"935","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.8542
"936","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",80.4258
"937","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",81.3844
"938","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.6901
"939","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",53.1301
"940","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",84.2257
"941","Eucalyptus coccifera",51.479,-0.296,25,"10/19/17","botanical garden","mature","small tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",64.5367
