"","Species","Latitude","Longitude","Altitude..m.a.s.l..","Sampling.Date..mm.dd.yy.","Exposition","Maturity","Plant.Growth.Form","Comments..Methods","Reference","measurement"
"66","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",42.0318
"67","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.3853
"68","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",59.0362
"69","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",63.8609
"70","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",79.6952
"71","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.9716
"72","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",82.7468
"73","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",68.8539
"74","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",61.6992
"75","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",72.0875
"76","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",77.125
"77","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",69.0755
"78","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",75.7097
"79","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",34.9547
"80","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",75.5432
"81","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",79.9457
"82","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",68.5286
"83","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",53.2228
"84","Eucalyptus albopurpurea",31.767,35.2,718,"02/27/15","botanical garden (The Jerusalem Botanical Gardens, Jerusalem, Israel)","mature","mallee","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",85.1434
"85","Eucalyptus amplifolia",-35.276,149.108,624,"02/22/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",72.3267
"86","Eucalyptus amplifolia",-35.276,149.108,624,"02/22/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",72.372
"87","Eucalyptus amplifolia",-35.276,149.108,624,"02/22/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",86.9552
"88","Eucalyptus amplifolia",-35.276,149.108,624,"02/22/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",88.5121
"89","Eucalyptus amplifolia",-35.276,149.108,624,"02/22/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",84.0939
"90","Eucalyptus amplifolia",-35.276,149.108,624,"02/22/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",83.0189
"91","Eucalyptus amplifolia",-35.276,149.108,624,"02/22/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",89.3969
"92","Eucalyptus amplifolia",-35.276,149.108,624,"02/22/19","botanical garden","mature","tree","angles measured at whole tree level using leveled digital photo method; leaf angles reported as differences from a horizontal surface (i.e. flat horizontal leaf = 0 degrees, vertically oriented leaf = 90 degrees).","Pisek, J., Adamson, K. (2020). A dataset of leaf inclination angles for 71 different Eucalyptus species. Data in Brief.",78.5975
