ID,Site number,Site name,Reference,Genus species,Family,Order,Name_orig,TaxonGroup,woody_non-woody,Growth form,DecidEver (woody only),Compound_Simple,Leaf size (cm2),Whole leaf size (cm2),Country,Latitude,Longitude,Elevation (m),MAT,Tgs,TCM,TCMgs,TWM,MAP,PPTgs,cvPPT,MIann,MIgs,ETq,ETqgs,RADann,RADgs,RHann,RHgs
6222,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Schefflera morototoni,Araliaceae,Apiales,Didymopanax morototoni,angio,woody,Tree,E,C,368,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6223,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Manilkara huberi,Sapotaceae,Ericales,Manilkara huberi,angio,woody,Tree,E,S,100,100,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6224,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Iryanthera juruensis,Myristicaceae,Magnoliales,Iryanthera juruensis,angio,woody,Tree,E,S,42,42,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6225,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Vouacapoua americana,Fabaceae,Fabales,Vouacapoua americana,angio,woody,Tree,E,C,29,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6226,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Eschweilera coriacea,Lecythidaceae,Ericales,Eschweilera odora,angio,woody,Tree,E,S,57,57,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6227,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Licaria camara,Lauraceae,Laurales,Licaria camara,angio,woody,Tree,E,S,68,68,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6228,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Vantanea guianensis,Humiriaceae,Malpighiales,Vantanea guianensis,angio,woody,Tree,E,S,74,74,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6229,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Tachigali myrmecophila,Fabaceae,Fabales,Tachigali myrmecophila,angio,woody,Tree,E,C,56,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6230,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Carapa guianensis,Meliaceae,Sapindales,Carapa guianensis,angio,woody,Tree,E,C,112,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6231,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Vochysia guianensis,Vochysiaceae,Myrtales,Vochysia guianensis,angio,woody,Tree,E,S,40,40,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6232,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Trattinnickia rhoifolia,Burseraceae,Sapindales,Trattinnickia rhoifolia,angio,woody,Tree,E,C,70,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6233,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Hevea brasiliensis,Euphorbiaceae,Malpighiales,Hevea brasiliensis,angio,woody,Tree,D,C,72,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6234,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Symphonia globulifera,Clusiaceae,Malpighiales,Symphonia globulifera,angio,woody,Tree,E,S,32,32,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6235,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Sterculia pruriens,Malvaceae,Malvales,Sterculia pruriens,angio,woody,Tree,E,S,112,112,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6236,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Helicostylis pedunculata,Moraceae,Rosales,Helicostylis pedunculata,angio,woody,Tree,E,S,139,139,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6237,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Aspidosperma album,Apocynaceae,Gentianales,Aspidosperma alba,angio,woody,Tree,E,S,21,21,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6238,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Couratari guianensis,Lecythidaceae,Ericales,Couratari pulchra,angio,woody,Tree,E,S,54,54,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6239,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Micropholis guyanensis,Sapotaceae,Ericales,Micropholis guyanensis,angio,woody,Tree,E,S,50,50,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6240,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Vantanea parviflora,Humiriaceae,Malpighiales,Vantanea cupularis,angio,woody,Tree,E,S,26,26,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6241,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Anacardium giganteum,Anacardiaceae,Sapindales,Anacardium giganteum,angio,woody,Tree,E,S,140,140,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6242,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Thyrsodium spruceanum,Anacardiaceae,Sapindales,Thyrsodium paraense,angio,woody,Tree,E,C,95,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6243,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Caryocar villosum,Caryocaraceae,Malpighiales,Caryocar villosum,angio,woody,Tree,E,C,85,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6244,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Aniba burchellii,Lauraceae,Laurales,Aniba burchellii,angio,woody,Tree,E,S,68,68,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6245,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Osteophloeum platyspermum,Myristicaceae,Magnoliales,Osteophloeum platyspermum,angio,woody,Tree,E,S,36,36,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6246,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Eschweilera ovata,Lecythidaceae,Ericales,Eschweilera blanchetiana,angio,woody,Tree,E,S,23,23,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6247,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Sextonia rubra,Lauraceae,Laurales,Ocotea rubra,angio,woody,Tree,E,S,74,74,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6248,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Caryocar microcarpum,Caryocaraceae,Malpighiales,Caryocar microcarpum,angio,woody,Tree,E,C,36,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6249,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Minquartia guianensis,Coulaceae,Santalales,Minquartia guianensis,angio,woody,Tree,E,S,57,57,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6250,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Aspidosperma spruceanum,Apocynaceae,Gentianales,Aspidosperma verruculosum,angio,woody,Tree,E,S,40,40,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6251,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Laetia procera,Salicaceae,Malpighiales,Laetia procera,angio,woody,Tree,E,S,40,40,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6252,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Hymenaea oblongifolia,Fabaceae,Fabales,Hymenaea oblongifolia,angio,woody,Tree,E,C,68,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6253,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Andira surinamensis,Fabaceae,Fabales,Andira retusa,angio,woody,Tree,E,C,21,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6254,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Tapirira guianensis,Anacardiaceae,Sapindales,Tapirira guianensis,angio,woody,Tree,E,C,30,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6255,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Ormosia paraensis,Fabaceae,Fabales,Ormosia paraensis,angio,woody,Tree,E,C,23,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6256,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Parahancornia fasciculata,Apocynaceae,Gentianales,Parahancornia amapa,angio,woody,Tree,,S,27,27,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6257,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Dipteryx odorata,Fabaceae,Fabales,Coumarouna odorata,angio,woody,Tree,,C,40,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6258,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Lecythis pisonis,Lecythidaceae,Ericales,Lecythis ocitata,angio,woody,Tree,D,S,48,48,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6259,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Pouteria cuspidata subsp. robusta,Sapotaceae,Ericales,Pouteria robusta var longifolia,angio,woody,Tree,E,S,56,56,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6260,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Inga gracilifolia,Fabaceae,Fabales,Inga gracilifolia,angio,woody,Tree,E,C,3.5,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6261,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Goupia glabra,Goupiaceae,Malpighiales,Goupia glabra,angio,woody,Tree,E,S,12,12,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6262,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Dialium guianense,Fabaceae,Fabales,Dialium guianense,angio,woody,Tree,E,C,14,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6263,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Terminalia amazonia,Combretaceae,Myrtales,Terminalia amazonia,angio,woody,Tree,D,S,16,16,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6264,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Qualea albiflora,Vochysiaceae,Myrtales,Qualea albiflora,angio,woody,Tree,E,S,14,14,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6265,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Crudia oblonga,Fabaceae,Fabales,Crudia oblonga,angio,woody,Tree,E,C,8,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6266,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Ocotea guianensis,Lauraceae,Laurales,Ocotea guianensis,angio,woody,Tree,E,S,16,16,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6267,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Abarema jupunba,Fabaceae,Fabales,Pithecellobium jupunba,angio,woody,Tree,E,C,2.8,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6268,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Parkia gigantocarpa,Fabaceae,Fabales,Parkia gigantocarpa,angio,woody,Tree,,C,1.2,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6269,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Parkia pendula,Fabaceae,Fabales,Parkia pendula,angio,woody,Tree,E,C,0.05,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6270,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Piptadenia flava,Fabaceae,Fabales,Piptadenia suaveolens,angio,woody,Tree,E,C,0.08,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6271,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Licania macrophylla,Chrysobalanaceae,Malpighiales,Licania macrophylla,angio,woody,Tree,E,S,200,200,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6272,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Licania longistyla,Chrysobalanaceae,Malpighiales,Licania longistyla,angio,woody,Tree,E,S,208,208,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6273,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Theobroma subincanum,Malvaceae,Malvales,Theobroma subincana,angio,woody,Tree,E,S,241,241,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6274,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Pourouma myrmecophila,Urticaceae,Rosales,Pourouma myrmecophila,angio,woody,Tree,E,S,486,486,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6275,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Protium poeppigianum,Burseraceae,Sapindales,Protium poeppigianum,angio,woody,Tree,E,C,260,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6276,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Pouteria macrocarpa,Sapotaceae,Ericales,Pouteria paraensis,angio,woody,Tree,E,S,242,242,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6277,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Ormosia nobilis,Fabaceae,Fabales,Ormosia nobilis,angio,woody,Tree,E,C,280,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6278,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Socratea exorrhiza,Arecaceae,Arecales,Iriartea exorrhiza,angio,woody,Palm,E,C,450,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6279,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Cecropia obtusa,Urticaceae,Rosales,Cecropia obtusa,angio,woody,Tree,E,S,307,307,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6280,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Theobroma speciosum,Malvaceae,Malvales,Theobroma speciosa,angio,woody,Tree,E,S,186,186,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6281,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Protium polybotryum,Burseraceae,Sapindales,Protium polybotryum,angio,woody,Tree,E,C,29,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6282,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Trichilia lecointei,Meliaceae,Sapindales,Trichilia lecointei,angio,woody,Tree,E,C,26,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6283,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Chimarrhis turbinata,Rubiaceae,Gentianales,Chimarrhis turbinata,angio,woody,Tree,E,S,90,90,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6284,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Vitex triflora,Lamiaceae,Lamiales,Vitex triflora,angio,woody,Tree,D,C,52,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6285,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Licania elliptica,Chrysobalanaceae,Malpighiales,Licania paniculata,angio,woody,Tree,E,S,60,60,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6286,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Eschweilera parvifolia,Lecythidaceae,Ericales,Eschweilera krukovii,angio,woody,Tree,,S,75,75,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6287,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Mouriri huberi,Melastomataceae,Myrtales,Mouriria huberi,angio,woody,Tree,E,S,32,32,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6288,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Swartzia racemosa,Fabaceae,Fabales,Swartzia racemosa,angio,woody,Tree,,C,50,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6289,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Sloanea guianensis,Elaeocarpaceae,Oxalidales,Sloanea guianensis,angio,woody,Tree,E,S,27,27,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6290,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Tapura singularis,Dichapetalaceae,Malpighiales,Tapura singularis,angio,woody,Tree,E,S,36,36,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6291,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Sacoglottis guianensis,Humiriaceae,Malpighiales,Sacoglottis guianensis,angio,woody,Tree,E,S,33,33,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6292,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Couepia hoffmanniana,Chrysobalanaceae,Malpighiales,Couepia hoffmanniana,angio,woody,Tree,E,S,29,29,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6293,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Protium trifoliolatum,Burseraceae,Sapindales,Protium trifoliatum,angio,woody,Tree,E,C,30,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6294,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Dendrobangia boliviana,Icacinaceae,Icacinales,Dendrobangia boliviana,angio,woody,Tree,E,S,89,89,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6295,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Protium nodulosum,Burseraceae,Sapindales,Protium nodulosum,angio,woody,Tree,E,C,43,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6296,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Inga brachystachya,Fabaceae,Fabales,Inga brachystachys,angio,woody,Tree,E,C,43,,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6297,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Elvasia elvasioides,Ochnaceae,Malpighiales,Elvasia elvasioides,angio,woody,Tree,E,S,96,96,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6298,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Tovomita umbellata,Clusiaceae,Malpighiales,Tovomita stigmatosa,angio,woody,Tree,E,S,96,96,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6299,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Apeiba macropetala,Malvaceae,Malvales,Apeiba echinata var macropetala,angio,woody,Tree,D,S,56,56,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6300,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Sagotia racemosa,Euphorbiaceae,Malpighiales,Sagotia racemosa,angio,woody,Tree,,S,60,60,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6301,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Iryanthera paraensis,Myristicaceae,Magnoliales,Iryanthera paraensis,angio,woody,Tree,E,S,149,149,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6303,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Swartzia macrocarpa,Fabaceae,Fabales,Swartzia macrocarpa,angio,woody,Tree,,S,48,48,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
6304,14,Cain56_Brazil,Cain etal 1956 Am J Bot,Pogonophora schomburgkiana,Euphorbiaceae,Malpighiales,Pogonophora schomburgkiana,angio,woody,Tree,E,S,44,44,Brazil,-1.450,-48.450,14,26.90,26.87,26.30,26.30,27.30,2561.00,2561.00,42.93,1.40,1.40,1828.18,1828.18,215.97,215.97,85.83,85.83
