ID,Site number,Site name,Reference,Genus species,Family,Order,Name_orig,TaxonGroup,woody_non-woody,Growth form,DecidEver (woody only),Compound_Simple,Leaf size (cm2),Whole leaf size (cm2),Country,Latitude,Longitude,Elevation (m),MAT,Tgs,TCM,TCMgs,TWM,MAP,PPTgs,cvPPT,MIann,MIgs,ETq,ETqgs,RADann,RADgs,RHann,RHgs
17861,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Cistus albidus,Cistaceae,Malvales,Cistus albidus,angio,woody,Shrub,E,S,1.87,1.87,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17862,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Cistus ladanifer,Cistaceae,Malvales,Cistus ladanifer,angio,woody,Shrub,E,S,2.85,2.85,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17863,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Cistus libanotis,Cistaceae,Malvales,Cistus libanotis,angio,woody,Shrub,E,S,0.61,0.61,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17864,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Cistus monspeliensis,Cistaceae,Malvales,Cistus monspeliensis,angio,woody,Shrub,E,S,1.36,1.36,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17865,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Cistus salviifolius,Cistaceae,Malvales,Cistus salvifolius,angio,woody,Shrub,E,S,1.76,1.76,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17866,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Halimium commutatum,Cistaceae,Malvales,Halimium commutatum,angio,woody,Shrub,E,S,0.15,0.15,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17867,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Halimium halimifolium,Cistaceae,Malvales,Halimium halimifolium,angio,woody,Shrub,E,S,0.86,0.86,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17868,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Halimium umbellatum,Cistaceae,Malvales,Halimium umbellatum,angio,woody,Shrub,E,S,0.1,0.1,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17869,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Juniperus communis,Cupressaceae,Cupressales,Juniperus communis,gymno,woody,Tree,E,S,0.19,0.19,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17870,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Lavandula stoechas,Lamiaceae,Lamiales,Lavandula stoechas,angio,woody,Shrub,E,S,0.79,0.79,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17871,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Olea europaea,Oleaceae,Lamiales,Olea europaea,angio,woody,Tree,E,S,2.72,2.72,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17872,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Phillyrea angustifolia,Oleaceae,Lamiales,Phillyrea angustifolia,angio,woody,Tree,E,S,1.75,1.75,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17873,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Pistacia lentiscus,Anacardiaceae,Sapindales,Pistacea lentiscus,angio,woody,Tree,E,C,1.3,10.4,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17874,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Quercus coccifera,Fagaceae,Fagales,Quercus coccifera,angio,woody,Shrub,E,S,4.86,4.86,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17875,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Quercus rotundifolia,Fagaceae,Fagales,Quercus rotundifolia,angio,woody,Tree,E,S,3.46,3.46,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17876,584,Villar_AndalucÝa_xeric,Wright et al 2004 Nature,Rosmarinus officinalis,Lamiaceae,Lamiales,Rosmarinus officinalis,angio,woody,Shrub,E,S,0.14,0.14,Spain,37.000,-6.000,8,17.20,15.58,10.35,10.35,25.25,609.00,572.00,119.07,0.41,0.54,1480.67,1053.43,209.05,157.24,68.68,70.91
17892,199,JasperRidge,Cornwell Ackerly Villar Moles,Salix laevigata,Salicaceae,Malpighiales,Salix laevigata,angio,woody,Tree,D,S,17.78,17.78,United States,37.400,-122.250,150,14.60,13.39,9.89,9.89,18.89,652.00,605.00,140.20,0.47,0.84,1390.35,715.28,216.58,141.33,72.56,73.48
17893,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Apollonias barbujana,Lauraceae,Laurales,Apollonias barbujana,angio,woody,Tree,E,S,24.87,24.87,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17894,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Arbutus canariensis,Ericaceae,Ericales,Arbutus canariensis,angio,woody,Tree,E,S,82.7,82.7,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17895,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Erica arborea,Ericaceae,Ericales,Erica arborea,angio,woody,Tree,E,S,0.03,0.03,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17896,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Erica scoparia,Ericaceae,Ericales,Erica scoparia,angio,woody,Shrub,E,S,0.06,0.06,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17897,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Heberdenia bahamensis,Primulaceae,Ericales,Heberdenia bahamensis,angio,woody,Tree,E,S,23.04,23.04,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17898,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Ilex canariensis,Aquifoliaceae,Aquifoliales,Ilex canariensis,angio,woody,Tree,E,S,33.19,33.19,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17899,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Ilex perado subsp. platyphylla,Aquifoliaceae,Aquifoliales,Ilex platyphylla,angio,woody,Tree,E,S,39.9,39.9,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17900,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Laurus azorica,Lauraceae,Laurales,Laurus azorica,angio,woody,Tree,E,S,26.09,26.09,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17901,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Maytenus canariensis,Celastraceae,Celastrales,Maytenus canariensis,angio,woody,Shrub,E,S,16.23,16.23,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17902,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Myrica faya,Myricaceae,Fagales,Myrica faya,angio,woody,Tree,E,S,9.76,9.76,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17903,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Ocotea foetens,Lauraceae,Laurales,Ocotea foetens,angio,woody,Tree,E,S,14.83,14.83,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17904,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Persea indica,Lauraceae,Laurales,Persea indica,angio,woody,Tree,E,S,57.14,57.14,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17905,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Picconia excelsa,Oleaceae,Lamiales,Picconia excelsa,angio,woody,Tree,E,S,26.26,26.26,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17906,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Prunus lusitanica,Rosaceae,Rosales,Prunus lusitanica,angio,woody,Tree,E,S,23.88,23.88,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17907,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Rhamnus glandulosa,Rhamnaceae,Rosales,Rhamnus glandulosa,angio,woody,Tree,E,S,27.22,27.22,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17908,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Salix pedicellata subsp. canariensis,Salicaceae,Malpighiales,Salix canariensis,angio,woody,Tree,D,S,9.46,9.46,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17909,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Viburnum tinus subsp. rigidum,Adoxaceae,Dipsacales,Viburnum rigidum,angio,woody,Shrub,E,S,21.36,21.36,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17910,587,Villar_Canary_Is_lauriphyll,Wright et al 2004 Nature,Visnea mocanera,Pentaphylacaceae,Ericales,Visnea mocanera,angio,woody,Tree,E,S,15.6,15.6,Spain (Canary Is),28.320,-16.680,16.2,16.60,15.29,12.68,12.68,22.08,394.00,667.00,174.84,0.28,0.75,1400.85,885.20,213.50,143.30,70.94,71.76
17911,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Adenocarpus foliolosus,Fabaceae,Fabales,Adenocarpus foliolosus,angio,woody,Shrub,E,C,0.04,0.12,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17912,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Argyranthemum sp17912,Asteraceae,Asterales,Argyranthemum spp.,angio,woody,Shrub,D,S,1.99,1.99,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17913,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Bupleurum salicifolium,Apiaceae,Apiales,Bupleurum salicifolium,angio,woody,Shrub,E,S,5.14,5.14,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17914,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Chamaecytisus prolifer,Fabaceae,Fabales,Chamaecytisus proliferus,angio,woody,Shrub,E,C,2.02,6.06,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17915,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Cistus monspeliensis,Cistaceae,Malvales,Cistus monspeliensis,angio,woody,Shrub,E,S,1.88,1.88,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17916,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Cistus symphytifolius,Cistaceae,Malvales,Cistus simphytifolius,angio,woody,Shrub,E,S,10.33,10.33,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17917,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Daphne gnidium,Thymelaeaceae,Malvales,Dafne gnidium,angio,woody,Shrub,E,S,1.29,1.29,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17918,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Lotus spectabilis,Fabaceae,Fabales,Dorycnium spectabile,angio,woody,Shrub,D,C,8.67,26.01,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17919,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Hypericum reflexum,Clusiaceae,Malpighiales,Hypericum reflexum,angio,woody,Shrub,D,S,0.99,0.99,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17920,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Jasminum odoratissimum,Oleaceae,Lamiales,Jasminum odoratisimum,angio,woody,Shrub,E,C,17.06,51.18,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17921,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Olea europaea,Oleaceae,Lamiales,Olea europaea,angio,woody,Tree,E,S,4.17,4.17,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17922,588,Villar_Canary_Is_xeric,Wright et al 2004 Nature,Rumex lunaria,Polygonaceae,Caryophyllales,Rumex lunaria,angio,woody,Shrub,D,S,16.83,16.83,Spain (Canary Is),28.153,-16.497,16.2,16.60,15.72,13.38,13.38,20.68,394.00,324.00,182.44,0.25,0.45,1560.99,686.05,219.64,147.14,69.48,70.31
17923,589,Villar_Chihuahua,Wright et al 2004 Nature,Artemisia tridentata,Asteraceae,Asterales,Artemisia tridentata,angio,woody,Shrub,E,S,0.11,0.11,Mexico,28.000,-106.000,1435,18.20,19.09,9.58,9.58,26.18,349.00,327.00,124.98,0.19,0.27,1799.35,1164.78,225.29,167.35,46.49,49.49
17924,589,Villar_Chihuahua,Wright et al 2004 Nature,Chilopsis linearis,Bignoniaceae,Lamiales,Chilopsis linearis,angio,woody,Tree,D,S,3.69,3.69,Mexico,28.000,-106.000,1435,18.20,19.09,9.58,9.58,26.18,349.00,327.00,124.98,0.19,0.27,1799.35,1164.78,225.29,167.35,46.49,49.49
17925,589,Villar_Chihuahua,Wright et al 2004 Nature,Ericameria nauseosa var. nauseosa,Asteraceae,Asterales,Chrysothamnus nauseosus,angio,woody,Shrub,E,S,0.28,0.28,Mexico,28.000,-106.000,1435,18.20,19.09,9.58,9.58,26.18,349.00,327.00,124.98,0.19,0.27,1799.35,1164.78,225.29,167.35,46.49,49.49
17926,589,Villar_Chihuahua,Wright et al 2004 Nature,Flourensia cernua,Asteraceae,Asterales,Flourensia cernua,angio,woody,Shrub,D,S,1.01,1.01,Mexico,28.000,-106.000,1435,18.20,19.09,9.58,9.58,26.18,349.00,327.00,124.98,0.19,0.27,1799.35,1164.78,225.29,167.35,46.49,49.49
17927,589,Villar_Chihuahua,Wright et al 2004 Nature,Larrea tridentata,Zygophyllaceae,Zygophyllales,Larrea tridentata,angio,woody,Shrub,E,S,0.31,0.31,Mexico,28.000,-106.000,1435,18.20,19.09,9.58,9.58,26.18,349.00,327.00,124.98,0.19,0.27,1799.35,1164.78,225.29,167.35,46.49,49.49
17928,589,Villar_Chihuahua,Wright et al 2004 Nature,Simmondsia chinensis,Simmondsiaceae,Caryophyllales,Simmondsia chinensis,angio,woody,Shrub,E,S,2.35,2.35,Mexico,28.000,-106.000,1435,18.20,19.09,9.58,9.58,26.18,349.00,327.00,124.98,0.19,0.27,1799.35,1164.78,225.29,167.35,46.49,49.49
17929,590,Villar_Devon_Is_Canada,Wright et al 2004 Nature,Cassiope tetragona,Ericaceae,Ericales,Cassiope tetragona,angio,woody,Shrub,E,S,0.23,0.23,Canada,75.000,-82.000,368,-16.10,5.31,-33.19,5.31,5.31,168.00,57.00,76.97,0.76,0.81,221.19,70.67,90.20,18.79,72.16,77.10
17930,590,Villar_Devon_Is_Canada,Wright et al 2004 Nature,Dryas integrifolia,Rosaceae,Rosales,Dryas integrifolia,angio,woody,Shrub,E,S,0.04,0.04,Canada,75.000,-82.000,368,-16.10,5.31,-33.19,5.31,5.31,168.00,57.00,76.97,0.76,0.81,221.19,70.67,90.20,18.79,72.16,77.10
17931,590,Villar_Devon_Is_Canada,Wright et al 2004 Nature,Salix arctica,Salicaceae,Malpighiales,Salix arctica,angio,woody,Shrub,D,S,0.96,0.96,Canada,75.000,-82.000,368,-16.10,5.31,-33.19,5.31,5.31,168.00,57.00,76.97,0.76,0.81,221.19,70.67,90.20,18.79,72.16,77.10
17932,591,Villar_N_Carolina_forest,Wright et al 2004 Nature,Chionanthus virginicus,Oleaceae,Lamiales,Chionanthus virginicus,angio,woody,Tree,D,S,83.77,83.77,United States,35.000,-80.000,775,15.90,16.91,4.77,6.47,26.17,1206.00,1118.00,54.15,0.80,0.77,1498.26,1453.27,206.63,196.54,69.78,70.00
17933,591,Villar_N_Carolina_forest,Wright et al 2004 Nature,Cornus florida,Cornaceae,Cornales,Cornus florida,angio,woody,Tree,D,S,36.04,36.04,United States,35.000,-80.000,775,15.90,16.91,4.77,6.47,26.17,1206.00,1118.00,54.15,0.80,0.77,1498.26,1453.27,206.63,196.54,69.78,70.00
17934,591,Villar_N_Carolina_forest,Wright et al 2004 Nature,Ilex opaca,Aquifoliaceae,Aquifoliales,Ilex opaca,angio,woody,Tree,E,S,15.02,15.02,United States,35.000,-80.000,775,15.90,16.91,4.77,6.47,26.17,1206.00,1118.00,54.15,0.80,0.77,1498.26,1453.27,206.63,196.54,69.78,70.00
17935,591,Villar_N_Carolina_forest,Wright et al 2004 Nature,Liquidambar styraciflua,Altingiaceae,Saxifragales,Liquidambar styraciflua,angio,woody,Tree,D,S,113.6,113.6,United States,35.000,-80.000,775,15.90,16.91,4.77,6.47,26.17,1206.00,1118.00,54.15,0.80,0.77,1498.26,1453.27,206.63,196.54,69.78,70.00
17936,591,Villar_N_Carolina_forest,Wright et al 2004 Nature,Liriodendron tulipifera,Magnoliaceae,Magnoliales,Liriodendron tulipifera,angio,woody,Tree,D,S,128,128,United States,35.000,-80.000,775,15.90,16.91,4.77,6.47,26.17,1206.00,1118.00,54.15,0.80,0.77,1498.26,1453.27,206.63,196.54,69.78,70.00
17937,591,Villar_N_Carolina_forest,Wright et al 2004 Nature,Platanus occidentalis,Platanaceae,Proteales,Platanus occidentalis,angio,woody,Tree,D,S,169.35,169.35,United States,35.000,-80.000,775,15.90,16.91,4.77,6.47,26.17,1206.00,1118.00,54.15,0.80,0.77,1498.26,1453.27,206.63,196.54,69.78,70.00
17938,591,Villar_N_Carolina_forest,Wright et al 2004 Nature,Populus heterophylla,Salicaceae,Malpighiales,Populus heterophylla,angio,woody,Tree,D,S,65.28,65.28,United States,35.000,-80.000,775,15.90,16.91,4.77,6.47,26.17,1206.00,1118.00,54.15,0.80,0.77,1498.26,1453.27,206.63,196.54,69.78,70.00
17939,592,Villar_Tierra_del_Fuego,Wright et al 2004 Nature,Berberis ilicifolia,Berberidaceae,Ranunculales,Berberis ilicifolia,angio,woody,Tree,E,S,4.6,4.6,Chile,-54.778,-69.008,16,4.30,7.09,0.57,5.77,8.07,787.00,317.00,58.32,1.56,0.87,506.00,365.93,130.67,84.83,77.49,75.24
17940,592,Villar_Tierra_del_Fuego,Wright et al 2004 Nature,Drimys winteri,Winteraceae,Canellales,Drimys winteri,angio,woody,Tree,E,S,31.22,31.22,Chile,-54.778,-69.008,16,4.30,7.09,0.57,5.77,8.07,787.00,317.00,58.32,1.56,0.87,506.00,365.93,130.67,84.83,77.49,75.24
17941,592,Villar_Tierra_del_Fuego,Wright et al 2004 Nature,Embothrium coccineum,Proteaceae,Proteales,Embothrium coccineum,angio,woody,Tree,E,S,13.11,13.11,Chile,-54.778,-69.008,16,4.30,7.09,0.57,5.77,8.07,787.00,317.00,58.32,1.56,0.87,506.00,365.93,130.67,84.83,77.49,75.24
17942,592,Villar_Tierra_del_Fuego,Wright et al 2004 Nature,Maytenus magellanica,Celastraceae,Celastrales,Maytenus magellanica,angio,woody,Tree,E,S,8.71,8.71,Chile,-54.778,-69.008,16,4.30,7.09,0.57,5.77,8.07,787.00,317.00,58.32,1.56,0.87,506.00,365.93,130.67,84.83,77.49,75.24
17943,592,Villar_Tierra_del_Fuego,Wright et al 2004 Nature,Nothofagus antarctica,Nothofagaceae,Fagales,Nothofagus antarctica,angio,woody,Tree,D,S,2.86,2.86,Chile,-54.778,-69.008,16,4.30,7.09,0.57,5.77,8.07,787.00,317.00,58.32,1.56,0.87,506.00,365.93,130.67,84.83,77.49,75.24
17944,592,Villar_Tierra_del_Fuego,Wright et al 2004 Nature,Nothofagus betuloides,Nothofagaceae,Fagales,Nothofagus betuloides,angio,woody,Tree,E,S,1.8,1.8,Chile,-54.778,-69.008,16,4.30,7.09,0.57,5.77,8.07,787.00,317.00,58.32,1.56,0.87,506.00,365.93,130.67,84.83,77.49,75.24
17945,592,Villar_Tierra_del_Fuego,Wright et al 2004 Nature,Nothofagus pumilio,Nothofagaceae,Fagales,Nothofagus pumilio,angio,woody,Tree,D,S,2.47,2.47,Chile,-54.778,-69.008,16,4.30,7.09,0.57,5.77,8.07,787.00,317.00,58.32,1.56,0.87,506.00,365.93,130.67,84.83,77.49,75.24
17946,593,Villar_Toronto,Wright et al 2004 Nature,Acer rubrum,Sapindaceae,Sapindales,Acer rubrum,angio,woody,Tree,D,S,78.2,78.2,Canada,44.000,-80.000,116,6.80,13.98,-6.88,5.92,19.92,792.00,562.00,45.59,0.86,0.69,919.86,813.60,161.01,125.38,76.50,73.60
17947,593,Villar_Toronto,Wright et al 2004 Nature,Betula papyrifera,Betulaceae,Fagales,Betula papyrifera,angio,woody,Tree,D,S,24.42,24.42,Canada,44.000,-80.000,116,6.80,13.98,-6.88,5.92,19.92,792.00,562.00,45.59,0.86,0.69,919.86,813.60,161.01,125.38,76.50,73.60
17948,593,Villar_Toronto,Wright et al 2004 Nature,Populus tremuloides,Salicaceae,Malpighiales,Populus tremuloides,angio,woody,Tree,D,S,37.06,37.06,Canada,44.000,-80.000,116,6.80,13.98,-6.88,5.92,19.92,792.00,562.00,45.59,0.86,0.69,919.86,813.60,161.01,125.38,76.50,73.60
17949,593,Villar_Toronto,Wright et al 2004 Nature,Quercus rubra,Fagaceae,Fagales,Quercus rubra,angio,woody,Tree,D,S,83.66,83.66,Canada,44.000,-80.000,116,6.80,13.98,-6.88,5.92,19.92,792.00,562.00,45.59,0.86,0.69,919.86,813.60,161.01,125.38,76.50,73.60
17950,208,KooymanCNVFlittoral,Kooyman 2007 pers comm,Drypetes deplanchei,Putranjivaceae,Malpighiales,Drypetes deplanchei,angio,woody,Tree,E,S,13,13,Australia,-28.646,153.629,70,20.10,20.10,15.11,15.11,24.41,1708.00,1938.00,77.54,1.08,1.23,1575.69,1575.69,219.03,219.03,61.95,61.95
17951,208,KooymanCNVFlittoral,Kooyman 2007 pers comm,Atractocarpus benthamianus,Rubiaceae,Gentianales,Atractocarpus benthamianus,angio,woody,Tree,E,S,33.33,33.33,Australia,-28.646,153.629,70,20.10,20.10,15.11,15.11,24.41,1708.00,1938.00,77.54,1.08,1.23,1575.69,1575.69,219.03,219.03,61.95,61.95
17952,209,KooymanSNVF92,Kooyman 2007 pers comm,Solanum stelligerum,Solanaceae,Solanales,Solanum stelligerum,angio,woody,Shrub,E,S,22.17,22.17,Australia,-28.599,153.378,440,17.50,17.50,12.28,12.28,21.88,2351.00,1624.00,82.08,1.50,1.04,1567.83,1567.83,216.76,216.76,61.25,61.25
17953,80,FonsecaMQ_AcaciaCreek,Fonseca et al 2000 J Ecol,Eragrostis sp17953,Poaceae,Poales,Eragrostis sp,angio,non-woody,Grass,,S,0.43,0.43,Australia,-31.817,142.071,150,18.90,18.90,10.83,10.83,26.83,206.00,262.00,119.57,0.12,0.16,1680.88,1680.88,237.73,237.73,44.33,44.33
17954,83,FonsecaMQ_BrummagenCr,Fonseca et al 2000 J Ecol,Cassinia uncata,Asteraceae,Asterales,Cassinia uncata,angio,woody,Shrub,,S,0.1,0.1,Australia,-32.239,148.363,300,17.20,17.18,8.86,8.86,24.86,527.00,686.00,82.98,0.33,0.43,1588.39,1588.39,225.72,225.72,53.65,53.65
